id,lyrics completos
401,"Lyrics
Quiero saber por que
me quieres tanto tanto tu
quiero saber por que
tengo que ser yo tu amor
Pero te voy a dar mi amor
niña te lo voy a dar
te voy a dar todo mi amor
no mas no vayas a jugar con migo
por que yo soy muy sentimental
Quiero saber no lo imagino
que tengo yo que me quieres tu
Pero te voy a dar mi amor
niña te lo voy a dar
te voy a dar todo mi amor
no mas no vayas a jugar con migo
por que yo soy muy sentimental
Se que tienes la respuesta
y no me quieres decir
yo se quetienes la respuesta
y no me quieres desir
se que tienes la respuesta
"
402,"Hacen bonita pareja
y los dos se ven muy bien
y me digo sollosando
lastima es mi mujer
hacen bonita pareja
y los dos se ven muy bien
y me digo sollosando
lastima es mi mujer
el era mi mejor amigo
siempre lo vi como hermano
y ahora me ha quitado
lo que mas quiero en el mundo
y yo soportando el llanto
tengo que aceptar sus besos
es por que la quiero
que dejarla no no puedo
lo he intentado varias veces
y no tengo el valor para decirle adios
hacen bonita pareja
y los dos se ven muy bien
y me digo sollosando
lastima que es mi mujer
"
403,"Canto de tristeza 
por que lo nuestro terminó 
te vas ya nunca volverás 
te olvidarás de mí 
y hoy muy triste 
me quedo solo sin tí 
Que seas muy felíz 
deseo mi amor 
que nunca llores 
que nunca sufras así 
Escucha esta canción 
que escribí para tí mi amor 
Con esta mi canción 
he venido a pedirte perdón 
que nunca llores 
que nunca sufras así 
Que encuentres cariño 
y todo el amor que 
yo jamás te pude dar; 
tu que eres tan buena 
mereces ternura y cariño; 
yo tuve la culpa de todo 
no supe tu amor aquilatar 
merezco tu olvido y tu ausencia 
ya nunca tendré más tu amor 
Adiós mi amor 
hoy con esta canción que escribí 
para tí mi amor 
he venido a pedirte que perdones 
por favor por amor mi error mi acción 
Sé que núnca tú querras volver 
y yo quiero por último decirte amor 
que yo te seguiré amando 
Adiós mi amor 
hoy con esta canción que escribí 
para tí mi amor 
he venido a pedirte que perdones 
por favor por amor mi error 
Se que nunca 
Adiós mi amor
"
404,"A mis dieciseis
Anhelaba tanto un amor que no llego
Siempre lo espere todos mis amigos
Se encontraban en la misma situación
Y después yo vi
Como iban cambiando su manera de vivir
Todos con su amor cada uno de ellos
Muy sonrientes muy felices menos yo
Una soledad
Cada vez más triste y más oscura yo viví
Y a esa edad
Todos preguntaban los motivos
Yo solía siempre decir
Yo no nací para amar
Nadie nació para mi
Tan solo fui un loco soñador no más
Yo no nací para amar
Nadie nació para mí
Mis sueños nunca se volvieron realidad
Siempre lo busque
Pero nunca pude encontrar ese amor
Siempre lo espere
Y en todas partes que esperaba ese amor nunca llego
Hoy mi soledad
Cada vez más triste y más oscura pueden ver
Y en esta edad
Aun me preguntan mis amigos
Y es tan triste responder
Yo no nací para amar
Nadie nació para mí
Tan solo fui un loco soñador no más
Yo no nací para amar
Nadie nació para mí
Mis sueños nunca se volvieron realidad
Yo no nací para amar
Nadie nació para mí
Tan solo fui un loco soñador no más
Yo no nací para amar
Nadie nació para mí
Mis sueños no se realizaron
Yo no nací para amar
"
405,"Nada tú harás en el mundo
Nada tu harás nada tu harás sin un amor
Nada tú harás en la vida
Nada lograras nada lograras sin un amor
Lo más humano y bello del mundo
Es encontrar un amor
Conservar ese amor
Lo más humano y bello del mundo
Es encontrar un amor
Conservar ese amor
Tocara tu corazón te enamorara
ámalo tanto
De tal manera que no lo dejes ir
De tal manera que seas muy feliz
Busca un amor
Amiga busca un amor
Busca un amor
Ahhhhh ahhhhh
Lo más humano y bello del mundo
Es encontrar un amor
Conservar ese amor
Lo más humano y bello del mundo
Es encontrar un amor
Conservar ese amor
Tocara tu corazón te enamorara
ámalo tanto
De tal manera que no lo dejes ir (busca un amor)
De tal manera que seas muy feliz (buscalo)
Busca un amor
Amiga busca un amor
Busca un amor
Busca un amor
Amiga busca un amor
Amiga busca un amor
"
406,"Te amo te respeto
Te agradezco tanto amor
Estoy tan orgulloso
De ser tuyo nada más
Me gusta tu manera
De tratarme de amar
Que no se acabe
Nunca tanta felicidad
No hay nada más hermoso
En este mundo que encontrar
A una persona bella
Y positiva como tu
Me gusta como piensas
Y tú forma de decir
Las cosas cuando hablas
Del amor te admiro más
Y más siento este amor por ti
El mundo debe ser igual que tu
Enséñame a ser bueno
Yo sé que puedo y quiero
Yo quiero ser igual que tu
Y más siento este amor por ti
El mundo debe ser igual que tu
Enséñame a ser bueno
Yo sé que puedo y quiero
Yo quiero ser igual
Yo quiero ser igual que tu
"
407,"Me dicen que estas enojada 
conmigo y yo no se por que 
mi vida dime que te pasa 
yo quiero saber 
Mi vida dime que sucede por eso es que 
lo nuestro no marcha bien 
pregunto y no me dicen nada 
yo quiero saber 
No quiero verte así enojada 
te pido una explicación 
mi cielo es que yo no hecho nada 
no tienes razón 
No se por que estas tan callada por eso es 
lo nuestro no marcha bien 
pregunto y no me dicen nada 
cual fue mi error 
Por eso quiero saber 
por eso quiero saber 
por eso quiero saber 
por eso quiero saber 
Hay por eso quiero saber 
por eso quiero saber 
por eso quiero saber 
por eso quiero saber 
Mi vida no me has dicho nada 
y tengo derecho a saber 
si se muy bien que no hecho nada 
no preguntare mas 
Entonces quédate callada 
por eso es que lo nuestro no marcha bien 
y has lo que te venga en gana 
no quiero saber 
Yo ya no quiero saber 
yo ya no quiero saber 
yo ya no quiero saber 
yo ya no quiero saber 
Hay que ya no quiero saber 
yo ya no quiero saber 
yo ya no quiero saber 
yo ya no quiero saber 
Mi vida no me has dicho nada 
y tengo derecho a saber 
si se muy bien que no hecho nada 
no preguntare mas 
Entonces quédate callada 
por eso es que lo nuestro no marcha bien 
y has lo que te venga en gana 
no quiero saber
"
408,"Ya me voy y no se hasta cuando volveré
Ya me voy y no se hasta cuando te veré
Siempre reza por mí porque me vaya muy bien
Siempre reza por mí y más pronto volveré
Dime adiós dime adiós
Sin llorar sin llorar
No quiero verte sufrir
Por favor por favor
Mi amor mi amor
Quiero irme muy feliz
Siempre reza por mí porque me vaya muy bien
Siempre reza por mí y más pronto volveré
Dime adiós sin llorar
No quiero verte sufrir
¡Ah ah ah!
Por favor por favor mi amor
Quiero irme muy feliz
Siempre reza por mí porque me vaya muy bien
Siempre reza siempre reza por mí y más pronto volveré
Ya me voy ya me voy y no se y no se hasta cuando volveré
Ya me voy ya me voy y no se y no se hasta cuando te veré
Siempre reza por mí porque me vaya muy bien
Siempre reza siempre reza por mí y más pronto volveré
"
409,"Yo estaba solo 
vivia muy triste 
creia que nunca 
iba encontrar un amor 
Hasta que llegaste se 
fueron mis penas y con 
tu cariño empeze olvidar 
el dolor 
Yo estaba solo 
tan solo soñaba 
creia que todos mis sueños 
estaban tan lejos de ti 
Hasta que llegaste se 
fueron mis penas y con tu 
cariño empece a olvidar y a 
olvidar y a olvidar mi dolor 
Con tu amor se fueron mi penas 
y llego la felicidad gracias 
a ti no siento tristeza-a 
ni dolor 
Hoy soy muy feliz
"
410,"Maria de la Paz
Te quiero a ti
Yo quiero estar contigo
Maria de la Paz
Te quiero aquí
Y a nadie más conmigo
Suerte que yo te encontré
Suerte que yo te encontré
En mi camino
Maria de la Paz
Te quiero así
Yo quiero estar contigo
Maria de la Paz
Te quiero a ti
Y a nadie más conmigo
Suerte que yo te encontré
Suerte que yo te encontré
En mi camino
Maria de la Paz Maria de la Paz
Maria de la Paz
Eres un amor
Contigo yo quiero ser de Paz
Mis sueños maría de la Paz
Tú puedes mis sueños despertar
Realizar
Uno a uno poco a poco lentamente viviré
Que por fin ya tengo por quien vivir por ti
Maria de la Paz Maria de la Paz
Maria de la Paz Maria de la Paz
Sonríe te quiero ver feliz
Sonríe Maria de la Paz
Tú puedes mis sueños despertar
Realizar
Uno a uno poco a poco lentamente viviré
Que por fin ya tengo por quien vivir por ti
Maria de la Paz Maria de la Paz
Maria de la Paz Maria de la Paz
Maria de la Paz te quiero a ti
Yo quiero estar contigo
Contigo
"
