id,lyrics completos
201,"Lyrics
Déjame mirarte a los ojos y decirte
Que tu eres mi vida y que te amo locamente
Y aunque llegaste a mi vida de repente
Me vuelves loco y te voy a amar por siempre
Déjame llevarte por el mundo de la mano
Que todos se enteren que soy tuyo y que te amo
Quiero descubrir cada mañana en tu mirada
Que como yo estás completamente enamorada
Quiero ser
Todo en tu vida
Todo esta en que tu me quieras
En que te decidas
Quieremé
Como yo te quiero
Amamé
Como yo te amo
Besamé
Quédate en mis labios
Quiero ser tu dueño
Te juro que te amo
Quieremé
Aunque sea un poquito
Quedaté
Porque te necesito
Dime que si
No solo sonrías
Quiero ser tu dueño y darte toda mi vida
Todo esta en que tu me quieras
En que te decidas
Quiero ser
Todo en tu vida
Todo esta en que tu me quieras
En que te decidas
Quieremé
Como yo te quiero
Amamé
Como yo te amo
Besamé
Quédate en mis labios
Quiero ser tu dueño
Te juro que te amo
Quieremé
Aunque sea un poquito
Quedaté
Porque te necesito
Dime que si
No solo sonrías
Quiero ser tu dueño y darte toda mi vida
Todo esta en que tu me quieras
En que te decidas
Quieremé
Como yo te quiero
Amamé
Como yo te amo
Besamé
Quedate en mis labios
Quiero ser tu dueño
Te juro que te amo
Quieremé
Aunque sea un poquito
Quedaté
Porque te necesito
Dime que si
No solo sonrías
Quiero ser tu dueño y darte toda mi vida
Todo esta en que tu me quieras
En que te decidas
"
202,"La verdad no entiendo porque acabó
Si mi amor es del bueno
Un adiós un final
Y yo de cielo al suelo
Tenia tanto que dar un amor sin igual
Y mis sueños
Había tanto pa' ti tanto amor para dar
Y pudo ser perfecto
Pero el destino no ayudó tu amor se perdió
Por el camino
Y no se en que lugar y me duele pensar
En todo lo vivido
Cuidaré de este amor que es solo para ti
Cuidaré esta canción que me dictó el corazón
Cuidaré tu lugar
Pa' cuando quieras regresar
Cuidaré esta ilusión con poemas de amor
Y te prometo guardar dentro de mi corazón
Para ti un lugar
Porque te amo de verdad
Cuidaré de este amor
Porque me hace feliz
Cuidaré esta ilusión
Que es solo para ti
Pero el destino no ayudó tu amor se perdió
Por el camino
Y no se en que lugar y me duele pensar
En todo lo vivido
Cuidaré de este amor que es solo para ti
Cuidaré esta canción que me dictó el corazón
Cuidaré tu lugar
Pa' cuando quieras regresar
Cuidaré esta ilusión con poemas de amor
Y te prometo guardar dentro de mi corazón
Para ti un lugar
Porque te amo de verdad
Cuidaré de este amor
Porque me hace feliz
Cuidaré esta ilusión
Que es solo para ti
"
203,"Hoy me hablas
Pa' decirme que nunca me olvidaste y que me amas
Disimulas porque otros planes no te resultaron
Y se bien que es que no te fue muy bien en otras camas
No te odio
Mucho menos me alegro de lo mal que la has pasado
Pero no te me vuelvas a acercar no tiene caso
Porque no quiero verte nunca mas lo tengo claro
Te Perdono
Si las lagrimas vuelven desde el suelo hasta mis ojos
El día que se me pase que por ti pasé de todo
Te perdono
Si un día traes a dios hasta mi puerta
Te perdono
Te Perdono
Cuando vuelva a sentir aquel amor que sepultaste
Cuando borres del mundo todo aquel a quien besaste
Si yo Te Perdono
Cuando vea que a tus ojos salen lagrimas de sangre
Ese día Te Perdono
No es mi culpa
Sepultaste mi amor y ahora descubres que era bueno
Te acostaste con medio mundo y quieres que te abrace
Como darte agua fresca si tu me diste veneno
Te Perdono
Si las lagrimas vuelven desde el suelo hasta mis ojos
El día que se me pase que por ti pasé de todo
Te perdono
Si un día traes a dios hasta mi puerta
Te perdono
Te Perdono
Cuando vuelva a sentir aquel amor que sepultaste
Cuando borres del mundo todo aquel a quien besaste
Si yo Te Perdono
Cuando vea que a tus ojos salen lagrimas de sangre
Ese día Te Perdono
"
204,"Fue tan sencillo enamorarme de usted amiga
De su carita y de su sonrisa
Tan dulce y especial
Desde aquel día sigo sus pasos
No se si usted ya se ha dado cuenta
Que le aparezco por donde sea
Me da una prueba para que vea
Que estoy dispuesto a lo que usted quiera
Por tener su amor
Ohh Ohh Ohh Ohh Ohh Ohh
Si me abre las puertas de su corazón
Prometo llenarla del mas dulce amor
No lo piense tanto y diga que si
Yo tengo poderes pa' hacerla feliz
La voy a cuidar
Seré para usted
Su amante perfecto
Su amigo mas fiel
Si me abre las puertas de su corazón
Prometo llenarla del mas dulce amor
No lo piense tanto y diga que si
Yo tengo poderes pa' hacerla feliz
Vamos a intentar
Lo que puede pasar
Le ruego bonita
Una oportunidad
Si me abre las puertas de su corazón
Prometo llenarla del mas puro amor
No lo piense tanto y diga que si
Yo tengo poderes pa' hacerla feliz
La voy a cuidar
Seré para usted
Su amante exclusivo
Y su amigo mas fiel
Si me abre las puertas de su corazón
Prometo llenarla del mas dulce amor
No lo piense tanto anda diga que si
Yo tengo poderes pa' hacerla feliz
La voy a cuidar
Seré para usted
Su amante explosivo
Y su amigo mas fiel
Vamos a intentar
Lo que puede pasar
Le ruego bonita
Una oportunidad
"
205,"5 de la tarde
Linda no regresa de la calle
Mami ya regreso
Tengo una sesión de modelaje
Por fin llamó
Ese señor te va a dar la oportunidad
Ojalá gusten tus fotos y verás
Pronto vamos a salir de esta pensión
Empacó sus cosas
En un maletín de Bob Esponja
17 años
Pero su inocencia aún sigue rosa
Necesidad
Claridad superación o vanidad
Convencida de que iba a regresar
Que vivía en Ciudad Juárez olvidó
Dicen que ese día fue directo al cielo
Que la llevaron en un Jetta rojo
Llevó vestido blanco azul y negro
Que no había sol ni para media foto
Que el ultimo que la escuchó fue un sordo
Que el ultimo que la miró fue un ciego
Y aunque para su madre aún sigue viva
Lleva dos años desaparecida
(Para los fiscales)
(Es el día 730)
Ellos ni se acuerdan
Pero la mamá lleva la cuenta
Conformidad
Perdón olvido compasión resignación
Como se llama cuando tienes que aceptar
Que te arrancaron de tu pecho el corazón
Dicen que ese día fue directo al cielo
La recogieron en un Jetta rojo
Llevó vestido blanco azul y negro
La misma madre le pintó los ojos
Que el último que la escuchó fue un sordo
Que el último que la miró fue un ciego
Y aunque para su madre aun sigue viva
Lleva dos años desaparecida
(Hay un silencio indiferente
Que vive entre la gente
Y desapariciones
Que rompen corazones)
(Y cotidianamente
Se pierden en sus sueños
Mujeres inocentes
De un mundo que les miente)
Y nadie lo notó
Y nadie nunca vio
Se vuelven invisibles
Y se desaparecen
"
206,"Estoy que no me aguanto
Estoy que me doy pena
Me mata la tristeza
Porque pienso en ella
No puedo olvidarla
Ni dejarla de amar
Y ella no siente igual
Por dentro estoy muriendo
Le lloro y me arrepiento
Me matan los recuerdos
Y lo que por ella siento
Quisiera borrarla
De mi mente y pensar
Que la puedo olvidar
Estar tan lejos de ella me mata
Sin su presencia mi vida no es nada
Daría cualquier cosa porque regresara y volver
A empezar
Quizá No Sea Tarde
Para ir a buscarla
Decirle que la amo
Que no puedo olvidarla
Que es todo en mi vida
Y que llevo una herida en mi pecho
De tanto extrañarla
Quizá No Sea Tarde
Pa' pedirle perdón
Pa' que mire en mis ojos y vea en mi interior
Que no soy ni un poquito de lo que antes era
Que muero por ella
Y no quiero perderla
Si yo me animara y no fuera cobarde
Quizá No Sea Tarde
Estar tan lejos de ella me mata
Sin su presencia mi vida no es nada
Daría cualquier cosa porque regresara y volver
A empezar
Quizá No Sea Tarde
Para ir a buscarla
Decirle que la amo
Que no puedo olvidarla
Que es todo en mi vida
Y que llevo una herida en mi pecho
De tanto extrañarla
Quizá No Sea Tarde
Pa' pedirle perdón
Pa' que mire en mis ojos y vea en mi interior
Que no soy ni un poquito de lo que antes era
Que muero por ella
Y no quiero perderla
Si yo me animara y no fuera cobarde
Quizá No Sea Tarde
"
207,"Camino por aquí
Camino por allá
Salgo de mi casa
Recorro la ciudad
Voy a ningún sitio
Busco que leer
Y en todos lados
Veo tus ojos
Cuando llega la noche
Quisiera descansar
Doy vueltas en la cama
Me vuelvo a levantar
Me tapo los oídos
Veo televisión
Hace que pierdo el tiempo
No puedo estar peor
Me falta el aire
Me falta el cielo
Me falta el único sentido
Me sobra angustia
Me sobra miedo
Me esta matando este vacío
Me falta el alma
Me asfixia el tiempo
Me esta faltando el universo
Me sobra espacio
Me sobra aliento
Me faltas tú
Respiro sin saber
Vivo sin querer
Voy sin rumbo fijo
Canto sin sentido
Hablo estupideces
Veo sin mirar
Tan solo quiero ver tus ojos
Porque me duele tanto
El amarte así
Porque es que debes irte
Y yo vivir sin ti
Porque te me metiste
Para no salir
Porque te me llevaste lo que había en mí
Me falta el aire
Me falta el cielo
Me falta el único sentido
Me sobra angustia
Me sobra miedo
Me esta matando este vacío
Me falta el alma
Me asfixia el tiempo
Me esta faltando el universo
Me sobra espacio
Me sobra aliento
Me faltas tú
Me falta el aire
Me falta el cielo
Me falta el único sentido
Me sobra angustia
Me sobra miedo
Me esta matando este vacío
Me falta el alma
Me asfixia el tiempo
Me esta faltando el universo
Me sobra espacio
Me sobra aliento
Me faltas tú
"
208,"Duele El Amor
Sería estúpido decir que no
Y que me digan que si no te vuelvo a ver
Para mi es mejor
Eso es mas estúpido
Duele tu adiós
Duele tu ausencia aquí en mi corazón
Y no reconocer
Que para siempre te voy a perder
Para mi es peor
Y pensar
Que te voy a olvidar
Es como decir que no te quiero
Es creer que taparé el sol con un dedo
Como me duele
No tenerte hoy conmigo
Desde que te fuiste todo perdió su sentido
Ya nada es igual desde que no estás
Como me duele
No tenerte hoy conmigo
Mi vida es muy triste me haces falta no te olvido
Desde que no estás ya nada es igual
Daría lo que fuera
Hasta lo que no tuviera
Por verte regresar
Y pensar
Que te voy a olvidar
Es como decir que no te quiero
Es creer que taparé el sol con un dedo
Como me duele
No tenerte hoy conmigo
Desde que te fuiste todo perdió su sentido
Ya nada es igual desde que no estás
Como me duele
No tenerte hoy conmigo
Mi vida es muy triste me haces falta no te olvido
Desde que no estás ya nada es igual
Daría lo que fuera
Hasta lo que no tuviera
Por verte regresar
"
209,"Cuando Me Vi En Tus Ojos
Supe que eras mi verdad
Cuando Me Vi En Tus Ojos
Ya no hizo falta decir mas
Cuando te vi en mis brazos
No supe como fue
Pero cambió mi mundo
Lo volteaste de revés
Cuando Me Vi En Tus Ojos
Mi mundo no giró
Cuando te vi en mis brazos
Se paró el tiempo en mi reloj
Y fui feliz fui muy feliz
Mas de lo que pude imaginar
Lo que soñé lo que soñé
No superó a la realidad
Hoy soy feliz soy muy feliz
Solo contigo quiero estar
Si quieres tu puedes mirar
Dentro de mi como te voy a amar
Cuando Me Vi En Tus Ojos
Cuando te vi en mis brazos
Para cuando cuenta me dí
No supe mas de mí
Te quiero tanto
Ohhh
Te quiero tanto
Ohhh
Cuando Me Vi En Tus Ojos
Mi mundo no giró
Cuando te vi en mis brazos
Se paró el tiempo en mi reloj
Y fui feliz fui muy feliz
Mas de lo que pude imaginar
Lo que soñé lo que soñé
No superó a la realidad
Hoy soy feliz soy muy feliz
Solo contigo quiero estar
Si quieres tu puedes mirar
Dentro de mi como te voy a amar
Cuando Me Vi En Tus Ojos
Cuando te vi en mis brazos
Para cuando cuenta me dí
No supe mas de mí
Te quiero tanto
Ohhh
Te quiero tanto
Ohhh
"
210,"Hoy me desperté pensando en ti otra vez
Me desperté llorando pues solo en sueños te abrazé
Te extraño tanto sin ti no se vivir
Eres parte importante en mi vida
Y no te puedo hacer feliz
Hoy me desperté pensando en ti otra vez
Me desperté con ganas de escuchar tu voz diciendome
Que tu también me extrañas que te hago mucha falta
Que aunque ha pasado el tiempo
No cambia el sentimiento
Que esperas el momento
De estar de nuevo juntos
Para no separarnos
Para no separarnos
Yo te juro que ese día pronto llega
Que valdrá plena la espera
Que solo es Cuestión De Tiempo
Pronto llegará el momento
Yo te juro que no hay nadie en este mundo
Que pueda destruir lo nuestro
Que volveremos a estar juntos
Porque lo nuestro es eterno
Porque somos puro amor
Porque jamás te dejaré
Nuestro amor es imposible
De romper
Que esperas el momento
De estar de nuevo juntos
Para no separarnos
Para no separarnos
Yo te juro que ese día pronto llega
Que valdrá plena la espera
Que solo es Cuestión De Tiempo
Pronto llegará el momento
Yo te juro que no hay nadie en este mundo
Que pueda destruir lo nuestro
Que volveremos a estar juntos
Porque lo nuestro es eterno
Porque somos puro amor
Porque jamás te dejaré
Nuestro amor es imposible
De romper
"
