id,lyrics completos
301,"Lyrics
De esa chica yo estoy enamorado
pero nunca le he hablado por temor
tengo miedo que ella me rechace
o que diga que ya tiene otro amor
no se ha dado cuenta que me gusta
no se ha dado cuenta que le amo
que cuando pasa la estoy mirando
que estando despierto la estoy soñando
que de mi vida ya sea adueñado
que en mis pensamientos ella siempre estado es así
de esa chica yo estoy enamorado
pero nunca le he hablado por temor
tengo miedo que ella me rechace
o que diga que ya tiene otro amor
no se ha dado cuenta que me gusta
no se ha dado cuenta que le amo
que cuando pasa la estoy mirando
que estando despierto la estoy soñando
que de mi vida ya sea adueñado
que en mis pensamientos ella siempre estado
de esa chica yo estoy enamorado
no se ha dado cuenta que me gusta
no se ha dado cuenta que yo le amo
no se ha dado cuenta ¡he he!
No no no se ha dado
no se ha dado
no no se ha dado
no se ha dado
no no se ha dado
no se ha dado
cuenta cuenta
no se ha dado cuenta que me gusta
no se ha dado cuenta que yo le amo
de esa chica yo estoy enamorado
"
302,"Espero que vuelvas
pues he pasado los inviernos sin tus brazos
sin primavera
mas yo espero que vuelvas
Que vuelvas muy pronto
antes de que me quede ciego de llorar
por tu ausencia
mas yo espero que vuelvas
Hoy como otros días por las tardes
camino por el parque donde nos conocimos
y yo y yo y yo sigo esperando que regrese
pues ya no soy el mismo sin ti cariño mío
le falta tu sabor a cada cosa
mas yo sigo esperando que vuelvas y que vuelvas
Que vuelvas muy pronto
pues no podrías ni aunque quisieras olvidar
tantos recuerdos
mas yo espero que vuelvas
Hoy como otros días por las tardes
camino por el parque donde nos conocimos
y yo y yo y yo sigo esperando que regrese
pues ya no soy el mismo sin ti cariño mío
le falta tu sabor a cada cosa
mas yo sigo esperando que vuelvas y que vuelvas
cariño mío
Más yo sigo esperando que vuelvas y que vuelvas
y yo y yo y yo sigo esperando que regrese
pues ya no soy el mismo sin ti sin ti cariño mío
le falta tu sabor a cada cosa
mas yo mas yo sigo esperando que vuelvas y que vuelvas
cariño mío
"
303,"(Y arriva el norte)
Porque eres muy buena es por eso
Que te quiero por que yo se que
Me quieres me lo haz dicho tantas
Veces Soy feliz contigo why estoy
Muy enamorado pero tengo mucho miedo
Que un dia me dejes why vuelva a estar
Solo como antes mi amor
Me gusta estar contigo asi serca de
Ti hablar de amor de ti why de mi why
Sonreir porque te quiero yo se que
Me quieres amor muchas gracias tu no
Te imaginas lo feliz que soy al vivir
Junto a ti
Me gusta estar contigo asi serca de
Ti hablar de amor de ti why de mi why
Sonreir porque te quiero yo se que
Me quieres amor muchas gracias tu no
Te imaginas lo feliz que soy al vivir
Junto a ti
(y voy para Juarez)
Al besar tu boca why al mirar tus lindos
Ojos me parece estar soñando al besar
Tus labios rojos Cuando estoy contigo
Me gusta estarte mirando porque
Tienes una cara tan linda divina why con
Esa sonrisa eres un amor
Me gusta estar contigo asi serca de
Ti hablar de amor de ti why de mi
Sonreir porque te quiero yo se que
Me quieres amor muchas gracias tu no
Te imaginas lo feliz que soy al vivir
Junto a ti
Me gusta estar contigo asi serca de
Ti hablar de amor de ti why de mi
Sonreir porque te quiero yo se que
Me quieres amor muchas gracias tu no
Te imaginas lo feliz que soy al vivir
Junto a ti
"
304,"Un amor busco yo
Y lo tengo que encontrar
En cualquier parte del mundo
Debe estar muy triste
Triste y esperando en algún lugar
Seguiré cantando hasta que mi canto
Plegaría de esperanza la pueda escuchar
Un amor busco yo
Y lo tengo que encontrar
En cualquier parte del mundo
Debe estar muy triste
Triste y esperando en algún lugar
Seguiré cantando hasta que mi canto
Se escuche por doquiera en la ciudad
Cantare gritare fuerte así así
En cualquier parte del mundo
Debe estar muy triste
Triste y esperando en algún lugar
Seguro cantando hasta que mi canto
Plegaria de esperanza la pueda escuchar
Un amor busco yo
Y lo tengo que encontrar
"
305,"Si quieres que empecemos de nuevo tendrás que olvidar el pasado
Tu quieres volver yo quiero también aquí esta mi amor
Yo te perdone vida mía desde hace mucho tiempo de veras
Y hoy que estas aquí te quiero decir que no te olvide
Parece que es un sueño que vuelves
pensé que ya me habías olvidado
Las gracias te las doy por volver a mí
Tu sabes como y cuanto te amo
que nunca quise a nadie en mi vida
No puedo querer si tú tienes mi amor
Que felicidad hoy que vuelves y comenzar de nuevo el romance
Volverte a besar volverte a tener es volver a vivir
Parece que es un sueño que vuelves
pensé que ya me habías olvidado
Las gracias te las doy por volver a mí
Tu sabes como y cuanto te amo
que nunca quise a nadie en mi vida
No puedo querer si tú tienes mi amor
Parece que es un sueño que vuelves
pensé que ya me habías olvidado
Las gracias te las doy por volver a mí
Tu sabes como y cuanto te amo
que nunca quise a nadie en mi vida
No puedo querer si tú tienes mi amor
"
306,"Por creer en ti y en lo que paso
me enfermé de amor
¡ay ay ay ay!
Por creer en ti de tanto llorar
de tanto sufrí
¡ay ay ay ay!
En mi sufrimientos te busqué por todas partes
y no te encontré y ahora ya lo vez
me enferme de amor
¡ay ay ay ay!
Por creer en ti de tanto llorar
y por quererte tanto
Hoy es un lamento recordar tus besos
pues por creer en ti de tanto llorar
me enferme de amor
¡ay ay ay ay!
De tanto sufrir por creer en ti
y por quererte tanto
Me enfermé de amor
de tanto llorar
por creer en ti
por quererte tanto llorar
"
307,"Cuando me vaya de tú lado ni cuenta te darás
Entonces sabrás cuanto te quiero y ya no me veras
Jamás (jamás) jamás (jamás) jamás (jamás) amor
Vas a sufrir como yo he sufrido lo vas a ver
Me pedirás que regrese contigo y yo no volveré
Vas a llorar como yo he llorado ya lo veras
Te acordaras de eso y tantas cosas y de muchas más
Te arrepentirás de no haberme amado
Y de haber jugado conmigo con mi amor
Cuando me vaya de tú lado ni cuenta te darás
Entonces sabrás cuanto te quiero y ya no me veras
Jamás (jamás) jamás (jamás) jamás (jamás) amor
Vas a sufrir como yo he sufrido lo vas a ver
Me pedirás que regrese contigo y yo no volveré
Vas a llorar como yo he llorado ya lo veras
Te acordaras de eso y tantas cosas y de muchas más
Te arrepentirás de no haberme amado
Y de haber jugado conmigo con mi amor
Cuando me vaya de tú lado cuando me vaya de tú lado
Cuando me vaya de tú lado cuando me vaya de tú lado
Cuando me vaya de tú lado cuando me vaya…
"
308,"Si supieras que hace mucho
Que ella dejo de quererte
Y pensar que algun dia juro amarte
Hasta la muerte
Pero ahora se arrepiente
De haber perdido el tiempo
Que sufriò para olvidar
Tus besos
Que se tuvo que ir
Y muy lejos
Y ahora si la vez
Ni le preguntes
Que si te quiere
Ya no te quiere
Te quiso mucho
Cuanto te quiso
Y hoy al que ama
Contigo tiene un parecido
Pero distintos
En sentimienmtos
Por que el es bueno
Y tu sigues siendo el mismo
Te quiso
Como a nadie
Y jamas
Lo ha negado
Pero ahora es muy distinto
Otra vez se a enamorado
El ya sabe que te quiso
Y tambien que te ha olvidado
Que sufrio para olvidar
Tus besos
Que se tuvo que ir
Y muy lejos
Le enseño tambien
A perdonarte
Y a quererlo
Como lo quiere
Te quiso mucho
Cuanto te quiso
Que hoy al que ama
Contigo tiene un parecido
Pero distintos
En sentimientos
Por que el es bueno
Y tu sigues
Siendo el mismo
Por que el es bueno y tu siges siendo el mismo
"
309,"Te propongo matrimonio
te propongo que conmigo seas feliz
que vivamos siempre juntos
anda di que si
cásate conmigo vida
realicemos nuestros sueños tu y yo
te propongo matrimonio
anda di que si
te pido yo yo ya ya
me quiero casar contigo
y llevarte al altar
y nuestra felicidad compartiremos
por siempre siempre siempre  siempre
juntos
cásate conmigo vida
realicemos nuestros sueños tu y yo
te propongo matrimonio
anda di que si
te pido yo yo ya ya
me quiero casar contigo
y llevarte al altar
y nuestra felicidad compartiremos
por siempre siempre siempre  siempre
juntos
te propongo matrimonio
te propongo matrimonio
anda di que si
te propongo matrimonio
"
310,"Por esta vez por vez primera
te voy a proponer
si quieres tu casarte conmigo
y realizar tus sueños en mi
te construire una casa
lejos de la ciudad
muy cerca de una playa
cuando seas mi mujer
te construire una casa
con sol luna y estrellas
de este mundo la mas bella
cuando seas mi mujer
te propongo que mañana
nos casemos de una vez
y que unamos nuestras vidas
en un solo ser
asi se uniran las almas
de un hombre y una mujer
te construire una cas
lejos de la cuidad
muy cerca de una playa
cuando seas mi mujer
te construire una casa
con sol luna y estrellas
de este mundo la mas bella
cuando seas mi mujer
"
