user_id,song_id,vote,lines
23,552,nolgbt_fobico,
22,502,nolgbt_fobico,
22,45,nolgbt_fobico,
22,114,nolgbt_fobico,
22,132,nolgbt_fobico,
22,186,lgbt_fobico,"22,25,26"
22,504,nolgbt_fobico,
22,85,nolgbt_fobico,
24,343,nolgbt_fobico,
22,143,nolgbt_fobico,
24,317,nolgbt_fobico,
22,547,nolgbt_fobico,
24,105,lgbt_fobico,"97,98,99"
22,553,nolgbt_fobico,
22,401,nolgbt_fobico,
24,565,nolgbt_fobico,
22,78,nolgbt_fobico,
22,630,nolgbt_fobico,
22,254,nolgbt_fobico,
22,489,nolgbt_fobico,
22,198,nolgbt_fobico,
22,11,nolgbt_fobico,
22,3,nolgbt_fobico,
22,189,nolgbt_fobico,
22,342,nolgbt_fobico,
22,466,nolgbt_fobico,
24,378,nolgbt_fobico,
22,163,nolgbt_fobico,
24,400,nolgbt_fobico,
22,136,nolgbt_fobico,
22,36,nolgbt_fobico,
22,281,nolgbt_fobico,
22,20,lgbt_fobico,28
24,517,lgbt_fobico,"60,61,62"
22,215,nolgbt_fobico,
22,255,nolgbt_fobico,
24,393,nolgbt_fobico,
22,73,nolgbt_fobico,
24,223,lgbt_fobico,24
22,272,nolgbt_fobico,
22,280,nolgbt_fobico,
22,110,nolgbt_fobico,
22,434,nolgbt_fobico,
22,583,nolgbt_fobico,
24,207,nolgbt_fobico,
22,225,nolgbt_fobico,
22,330,nolgbt_fobico,
22,617,nolgbt_fobico,
22,278,nolgbt_fobico,
22,97,nolgbt_fobico,
24,10,nolgbt_fobico,
24,181,nolgbt_fobico,
22,19,nolgbt_fobico,
22,42,nolgbt_fobico,
22,241,nolgbt_fobico,
22,355,nolgbt_fobico,
22,460,nolgbt_fobico,
22,40,nolgbt_fobico,
22,427,nolgbt_fobico,
22,450,nolgbt_fobico,
22,568,nolgbt_fobico,
22,216,nolgbt_fobico,
22,187,nolgbt_fobico,
22,56,nolgbt_fobico,
22,144,nolgbt_fobico,
22,607,nolgbt_fobico,
22,496,nolgbt_fobico,
22,438,nolgbt_fobico,
22,79,nolgbt_fobico,
22,360,nolgbt_fobico,
22,222,nolgbt_fobico,
22,322,nolgbt_fobico,
22,603,nolgbt_fobico,
22,548,nolgbt_fobico,
22,244,nolgbt_fobico,
22,203,nolgbt_fobico,
22,301,lgbt_fobico,125
22,491,nolgbt_fobico,
22,184,nolgbt_fobico,
22,315,nolgbt_fobico,
22,173,nolgbt_fobico,
22,356,nolgbt_fobico,
22,304,nolgbt_fobico,
22,363,nolgbt_fobico,
22,59,nolgbt_fobico,
22,217,nolgbt_fobico,
22,233,nolgbt_fobico,
22,294,nolgbt_fobico,
22,594,nolgbt_fobico,
22,52,nolgbt_fobico,
22,625,nolgbt_fobico,
22,569,nolgbt_fobico,
22,534,nolgbt_fobico,
22,419,nolgbt_fobico,
22,606,nolgbt_fobico,
22,162,nolgbt_fobico,
22,108,nolgbt_fobico,
22,25,nolgbt_fobico,
22,499,nolgbt_fobico,
22,584,nolgbt_fobico,
22,1,nolgbt_fobico,
22,366,nolgbt_fobico,
22,408,nolgbt_fobico,
22,443,nolgbt_fobico,
22,335,nolgbt_fobico,
22,313,nolgbt_fobico,
22,513,nolgbt_fobico,
22,394,nolgbt_fobico,
22,53,nolgbt_fobico,
22,308,nolgbt_fobico,
22,357,nolgbt_fobico,
22,412,nolgbt_fobico,
22,514,nolgbt_fobico,
22,274,nolgbt_fobico,
22,290,nolgbt_fobico,
22,518,nolgbt_fobico,
22,50,nolgbt_fobico,
22,407,nolgbt_fobico,
22,367,lgbt_fobico,"14,15"
22,609,nolgbt_fobico,
22,406,nolgbt_fobico,
22,564,nolgbt_fobico,
22,266,nolgbt_fobico,
22,528,nolgbt_fobico,
22,402,nolgbt_fobico,
22,563,nolgbt_fobico,
22,33,nolgbt_fobico,
22,574,nolgbt_fobico,
22,5,nolgbt_fobico,
22,123,nolgbt_fobico,
22,182,nolgbt_fobico,
22,34,nolgbt_fobico,
22,326,nolgbt_fobico,
22,117,nolgbt_fobico,
22,492,nolgbt_fobico,
22,204,nolgbt_fobico,
22,462,nolgbt_fobico,
22,488,nolgbt_fobico,
22,486,lgbt_fobico,"12,36"
22,555,lgbt_fobico,"4,5,58,59,6,60,61,62,7,8"
22,258,nolgbt_fobico,
22,109,nolgbt_fobico,
22,283,nolgbt_fobico,
22,94,nolgbt_fobico,
22,285,nolgbt_fobico,
22,369,nolgbt_fobico,
22,261,lgbt_fobico,"24,54"
22,83,nolgbt_fobico,
22,151,nolgbt_fobico,
22,508,nolgbt_fobico,
22,493,nolgbt_fobico,
22,467,lgbt_fobico,"12,43,44,45"
22,560,nolgbt_fobico,
22,137,lgbt_fobico,"13,33,38,67,72,8"
22,139,nolgbt_fobico,
22,532,nolgbt_fobico,
22,477,nolgbt_fobico,
22,286,nolgbt_fobico,
22,224,nolgbt_fobico,
22,212,nolgbt_fobico,
22,480,nolgbt_fobico,
22,557,nolgbt_fobico,
22,82,nolgbt_fobico,
22,26,nolgbt_fobico,
22,464,nolgbt_fobico,
22,32,nolgbt_fobico,
22,267,nolgbt_fobico,
22,345,nolgbt_fobico,
22,43,nolgbt_fobico,
22,377,nolgbt_fobico,
22,626,nolgbt_fobico,
22,386,nolgbt_fobico,
22,463,nolgbt_fobico,
22,572,nolgbt_fobico,
22,102,nolgbt_fobico,
22,142,nolgbt_fobico,
22,17,nolgbt_fobico,
22,209,nolgbt_fobico,
22,436,nolgbt_fobico,
22,243,nolgbt_fobico,
22,119,nolgbt_fobico,
22,538,nolgbt_fobico,
22,218,nolgbt_fobico,
22,618,nolgbt_fobico,
22,165,nolgbt_fobico,
22,615,nolgbt_fobico,
22,327,lgbt_fobico,8
22,81,nolgbt_fobico,
22,89,nolgbt_fobico,
22,259,nolgbt_fobico,
22,185,nolgbt_fobico,
22,219,nolgbt_fobico,
22,154,nolgbt_fobico,
22,106,nolgbt_fobico,
22,306,nolgbt_fobico,
22,104,nolgbt_fobico,
22,298,nolgbt_fobico,
22,399,lgbt_fobico,5
22,511,lgbt_fobico,"0,1,10,11,12,13,14,15,16,17,18,2,5,8,9"
22,80,nolgbt_fobico,
22,349,nolgbt_fobico,
22,515,nolgbt_fobico,
22,537,nolgbt_fobico,
22,494,nolgbt_fobico,
22,579,nolgbt_fobico,
22,485,nolgbt_fobico,
22,506,nolgbt_fobico,
22,351,nolgbt_fobico,
22,595,nolgbt_fobico,
22,221,nolgbt_fobico,
22,627,nolgbt_fobico,
22,77,nolgbt_fobico,
22,479,nolgbt_fobico,
22,381,nolgbt_fobico,
24,120,nolgbt_fobico,
24,380,nolgbt_fobico,
24,530,nolgbt_fobico,
24,457,nolgbt_fobico,
24,99,nolgbt_fobico,
24,373,nolgbt_fobico,
24,240,nolgbt_fobico,
24,35,nolgbt_fobico,
24,324,nolgbt_fobico,
24,575,nolgbt_fobico,
24,372,nolgbt_fobico,
24,16,nolgbt_fobico,
24,452,nolgbt_fobico,
24,602,lgbt_fobico,15
24,268,nolgbt_fobico,
24,453,nolgbt_fobico,
24,592,nolgbt_fobico,
24,12,nolgbt_fobico,
