DSC_0085	HxPI-Track/train/transcripts/DSC_0085_hxpi.txt	HxPI-Track/train/images/DSC_0085_hxpi.jpg
DSC_0084	HxPI-Track/train/transcripts/DSC_0084_hxpi.txt	HxPI-Track/train/images/DSC_0084_hxpi.jpg
DSC_0087	HxPI-Track/train/transcripts/DSC_0087_hxpi.txt	HxPI-Track/train/images/DSC_0087_hxpi.jpg
DSC_0086	HxPI-Track/train/transcripts/DSC_0086_hxpi.txt	HxPI-Track/train/images/DSC_0086_hxpi.jpg
DSC_0081	HxPI-Track/train/transcripts/DSC_0081_hxpi.txt	HxPI-Track/train/images/DSC_0081_hxpi.jpg
DSC_0080	HxPI-Track/train/transcripts/DSC_0080_hxpi.txt	HxPI-Track/train/images/DSC_0080_hxpi.jpg
DSC_0083	HxPI-Track/train/transcripts/DSC_0083_hxpi.txt	HxPI-Track/train/images/DSC_0083_hxpi.jpg
DSC_0082	HxPI-Track/train/transcripts/DSC_0082_hxpi.txt	HxPI-Track/train/images/DSC_0082_hxpi.jpg
DSC_0089	HxPI-Track/train/transcripts/DSC_0089_hxpi.txt	HxPI-Track/train/images/DSC_0089_hxpi.jpg
DSC_0088	HxPI-Track/train/transcripts/DSC_0088_hxpi.txt	HxPI-Track/train/images/DSC_0088_hxpi.jpg
DSC_0243	HxPI-Track/train/transcripts/DSC_0243_hxpi.txt	HxPI-Track/train/images/DSC_0243_hxpi.jpg
DSC_0242	HxPI-Track/train/transcripts/DSC_0242_hxpi.txt	HxPI-Track/train/images/DSC_0242_hxpi.jpg
DSC_0241	HxPI-Track/train/transcripts/DSC_0241_hxpi.txt	HxPI-Track/train/images/DSC_0241_hxpi.jpg
DSC_0240	HxPI-Track/train/transcripts/DSC_0240_hxpi.txt	HxPI-Track/train/images/DSC_0240_hxpi.jpg
DSC_0247	HxPI-Track/train/transcripts/DSC_0247_hxpi.txt	HxPI-Track/train/images/DSC_0247_hxpi.jpg
DSC_0246	HxPI-Track/train/transcripts/DSC_0246_hxpi.txt	HxPI-Track/train/images/DSC_0246_hxpi.jpg
DSC_0245	HxPI-Track/train/transcripts/DSC_0245_hxpi.txt	HxPI-Track/train/images/DSC_0245_hxpi.jpg
DSC_0244	HxPI-Track/train/transcripts/DSC_0244_hxpi.txt	HxPI-Track/train/images/DSC_0244_hxpi.jpg
DSC_0249	HxPI-Track/train/transcripts/DSC_0249_hxpi.txt	HxPI-Track/train/images/DSC_0249_hxpi.jpg
DSC_0248	HxPI-Track/train/transcripts/DSC_0248_hxpi.txt	HxPI-Track/train/images/DSC_0248_hxpi.jpg
DSC_0104	HxPI-Track/train/transcripts/DSC_0104_hxpi.txt	HxPI-Track/train/images/DSC_0104_hxpi.jpg
DSC_0105	HxPI-Track/train/transcripts/DSC_0105_hxpi.txt	HxPI-Track/train/images/DSC_0105_hxpi.jpg
DSC_0069	HxPI-Track/train/transcripts/DSC_0069_hxpi.txt	HxPI-Track/train/images/DSC_0069_hxpi.jpg
DSC_0068	HxPI-Track/train/transcripts/DSC_0068_hxpi.txt	HxPI-Track/train/images/DSC_0068_hxpi.jpg
DSC_0100	HxPI-Track/train/transcripts/DSC_0100_hxpi.txt	HxPI-Track/train/images/DSC_0100_hxpi.jpg
DSC_0101	HxPI-Track/train/transcripts/DSC_0101_hxpi.txt	HxPI-Track/train/images/DSC_0101_hxpi.jpg
DSC_0102	HxPI-Track/train/transcripts/DSC_0102_hxpi.txt	HxPI-Track/train/images/DSC_0102_hxpi.jpg
DSC_0103	HxPI-Track/train/transcripts/DSC_0103_hxpi.txt	HxPI-Track/train/images/DSC_0103_hxpi.jpg
DSC_0063	HxPI-Track/train/transcripts/DSC_0063_hxpi.txt	HxPI-Track/train/images/DSC_0063_hxpi.jpg
DSC_0062	HxPI-Track/train/transcripts/DSC_0062_hxpi.txt	HxPI-Track/train/images/DSC_0062_hxpi.jpg
DSC_0061	HxPI-Track/train/transcripts/DSC_0061_hxpi.txt	HxPI-Track/train/images/DSC_0061_hxpi.jpg
DSC_0060	HxPI-Track/train/transcripts/DSC_0060_hxpi.txt	HxPI-Track/train/images/DSC_0060_hxpi.jpg
DSC_0067	HxPI-Track/train/transcripts/DSC_0067_hxpi.txt	HxPI-Track/train/images/DSC_0067_hxpi.jpg
DSC_0066	HxPI-Track/train/transcripts/DSC_0066_hxpi.txt	HxPI-Track/train/images/DSC_0066_hxpi.jpg
DSC_0065	HxPI-Track/train/transcripts/DSC_0065_hxpi.txt	HxPI-Track/train/images/DSC_0065_hxpi.jpg
DSC_0064	HxPI-Track/train/transcripts/DSC_0064_hxpi.txt	HxPI-Track/train/images/DSC_0064_hxpi.jpg
